SiteName,Season,SurveyYear,SurveyDate,Section,ProtectionArea,NumHumans,NumLeashedDogs,NumUnleashedDogs,NumDogsRoaming,NumDogsChasingBirds,NumDogsChasingPlovers,NumPloversDisturbed,NumHorses,NumVehicles,Notes,QCFlag,QCNotes,SectorStartTime_CALCULATED,SectorEndTime_CALCULATED
Ocean Beach,WINTER,1997,11/5/1997,3,No,2,0,0,0,0,0,0,0,0,,,,1997-11-05T10:38:00Z,1997-11-05T10:46:00Z
Ocean Beach,WINTER,1997,11/5/1997,4,Yes,14,0,0,1,0,0,0,0,0,,,,1997-11-05T10:27:00Z,1997-11-05T10:38:00Z
Ocean Beach,WINTER,1997,11/5/1997,5,Yes,15,0,0,2,0,0,0,0,0,,,,1997-11-05T09:56:00Z,1997-11-05T10:27:00Z
Ocean Beach,WINTER,1997,11/5/1997,6,Yes,4,0,0,6,0,0,0,0,0,dead grebe,,,1997-11-05T09:43:00Z,1997-11-05T09:56:00Z
Ocean Beach,WINTER,1997,11/5/1997,7,Yes,10,1,0,4,0,0,0,0,0,,,,1997-11-05T09:28:00Z,1997-11-05T09:43:00Z
Ocean Beach,WINTER,1997,11/5/1997,8,Yes,16,1,0,1,0,0,0,0,0,hevy machnry tracks,,,1997-11-05T09:28:00Z,1997-11-05T09:48:00Z
Ocean Beach,WINTER,1997,11/5/1997,9,Yes,6,0,0,1,0,0,0,0,0,,,,1997-11-05T09:48:00Z,1997-11-05T10:20:00Z
Ocean Beach,WINTER,1997,11/5/1997,10,Yes,2,0,0,0,0,0,0,0,0,,,,1997-11-05T10:20:00Z,1997-11-05T10:32:00Z
Ocean Beach,WINTER,1997,11/5/1997,11,Yes,6,0,0,1,0,0,0,0,0,,,,1997-11-05T10:32:00Z,1997-11-05T10:41:00Z
Ocean Beach,WINTER,1997,11/5/1997,12,Yes,4,0,0,0,0,0,0,0,0,,,,1997-11-05T10:41:00Z,1997-11-05T10:47:00Z
Ocean Beach,WINTER,1997,11/5/1997,13,No,5,0,0,0,0,0,0,0,0,,,,1997-11-05T10:47:00Z,1997-11-05T11:00:00Z
Ocean Beach,WINTER,1997,11/5/1997,14,No,0,0,0,0,0,0,0,0,0,ended due to hightid,,,1997-11-05T11:00:00Z,1997-11-05T11:00:00Z
Ocean Beach,WINTER,1997,11/8/1997,1,No,55,0,0,3,0,0,0,0,0,,,,1997-11-08T14:25:00Z,1997-11-08T14:30:00Z
Ocean Beach,WINTER,1997,11/8/1997,2,No,42,0,0,1,0,0,0,0,0,,,,1997-11-08T14:16:00Z,1997-11-08T14:25:00Z
Ocean Beach,WINTER,1997,11/8/1997,3,No,53,1,0,3,0,0,0,0,0,,,,1997-11-08T14:06:00Z,1997-11-08T14:16:00Z
Ocean Beach,WINTER,1997,11/8/1997,4,Yes,73,0,0,2,1,0,0,4,0,chasing sanderlings,,,1997-11-08T13:51:00Z,1997-11-08T14:06:00Z
Ocean Beach,WINTER,1997,11/8/1997,5,Yes,77,0,0,0,0,0,0,0,0,,,,1997-11-08T13:28:00Z,1997-11-08T13:51:00Z
Ocean Beach,WINTER,1997,11/8/1997,6,Yes,58,0,0,0,0,0,0,0,0,2 kites,,,1997-11-08T13:12:00Z,1997-11-08T13:28:00Z
Ocean Beach,WINTER,1997,11/8/1997,7,Yes,33,3,0,3,0,0,0,7,0,,,,1997-11-08T12:55:00Z,1997-11-08T13:12:00Z
Ocean Beach,WINTER,1997,11/8/1997,8,Yes,27,3,0,0,0,0,0,0,0,dead sealion/3 kites,,,1997-11-08T12:54:00Z,1997-11-08T13:08:00Z
Ocean Beach,WINTER,1997,11/8/1997,9,Yes,26,3,0,0,1,0,0,0,0,they leashed dog aft,,,1997-11-08T13:08:00Z,1997-11-08T13:40:00Z
Ocean Beach,WINTER,1997,11/8/1997,10,Yes,17,0,0,0,0,0,0,0,0,dead murre,,,1997-11-08T13:40:00Z,1997-11-08T13:48:00Z
Ocean Beach,WINTER,1997,11/8/1997,11,Yes,21,0,0,0,0,0,0,0,0,dead w.clark's grebe,,,1997-11-08T13:48:00Z,1997-11-08T13:55:00Z
Ocean Beach,WINTER,1997,11/8/1997,12,Yes,46,0,0,0,0,0,0,0,0,dead COMU,,,1997-11-08T13:55:00Z,1997-11-08T14:02:00Z
Ocean Beach,WINTER,1997,11/8/1997,13,No,42,1,0,10,0,0,0,0,0,dead w.Clark's grebe,,,1997-11-08T14:02:00Z,1997-11-08T14:11:00Z
Ocean Beach,WINTER,1997,11/8/1997,14,No,6,0,0,3,0,0,0,0,0,,,,1997-11-08T14:11:00Z,1997-11-08T14:15:00Z
Ocean Beach,WINTER,1997,11/12/1997,1,No,7,0,0,2,0,0,0,0,0,,,,1997-11-12T10:48:00Z,1997-11-12T10:51:00Z
Ocean Beach,WINTER,1997,11/12/1997,2,No,8,2,0,1,0,0,0,0,0,,,,1997-11-12T10:41:00Z,1997-11-12T10:48:00Z
Ocean Beach,WINTER,1997,11/12/1997,3,No,7,0,0,0,0,0,0,0,0,,,,1997-11-12T10:34:00Z,1997-11-12T10:41:00Z
Ocean Beach,WINTER,1997,11/12/1997,4,Yes,15,0,0,5,0,0,0,0,0,,,,1997-11-12T10:25:00Z,1997-11-12T10:34:00Z
Ocean Beach,WINTER,1997,11/12/1997,5,Yes,24,2,0,1,0,1,3,0,0,owner indifferent,,,1997-11-12T09:54:00Z,1997-11-12T10:25:00Z
Ocean Beach,WINTER,1997,11/12/1997,6,Yes,4,0,0,0,0,0,0,0,0,,,,1997-11-12T09:43:00Z,1997-11-12T09:54:00Z
Ocean Beach,WINTER,1997,11/12/1997,7,Yes,4,0,0,4,0,0,0,0,0,,,,1997-11-12T09:30:00Z,1997-11-12T09:43:00Z
Ocean Beach,WINTER,1997,11/12/1997,8,Yes,5,0,0,0,0,0,0,0,0,,,,1997-11-12T09:33:00Z,1997-11-12T09:54:00Z
Ocean Beach,WINTER,1997,11/12/1997,9,Yes,5,0,0,1,0,1,5,0,0,dg dstrbd Plvs unint,,,1997-11-12T09:54:00Z,1997-11-12T10:22:00Z
Ocean Beach,WINTER,1997,11/12/1997,10,Yes,7,0,0,2,0,0,0,0,0,,,,1997-11-12T10:22:00Z,1997-11-12T10:35:00Z
Ocean Beach,WINTER,1997,11/12/1997,11,Yes,6,0,0,0,0,0,0,0,0,,,,1997-11-12T10:35:00Z,1997-11-12T10:44:00Z
Ocean Beach,WINTER,1997,11/12/1997,12,Yes,8,0,0,2,0,0,0,0,0,,,,1997-11-12T10:44:00Z,1997-11-12T10:48:00Z
Ocean Beach,WINTER,1997,11/12/1997,13,No,7,0,0,2,0,0,0,0,0,,,,1997-11-12T10:48:00Z,1997-11-12T10:53:00Z
Ocean Beach,WINTER,1997,11/12/1997,14,No,0,0,0,0,0,0,0,0,0,survey ended-high ti,,,1997-11-12T10:53:00Z,1997-11-12T10:53:00Z
Ocean Beach,WINTER,1997,11/15/1997,1,No,39,0,0,2,0,0,0,0,0,,,,1997-11-15T14:14:00Z,1997-11-15T14:20:00Z
Ocean Beach,WINTER,1997,11/15/1997,2,No,42,0,0,5,0,0,0,0,0,kite,,,1997-11-15T14:04:00Z,1997-11-15T14:14:00Z
Ocean Beach,WINTER,1997,11/15/1997,3,No,51,0,1,0,1,0,0,0,0,,,,1997-11-15T13:54:00Z,1997-11-15T14:04:00Z
Ocean Beach,WINTER,1997,11/15/1997,4,Yes,48,0,0,1,0,0,0,0,0,kite,,,1997-11-15T13:43:00Z,1997-11-15T13:54:00Z
Ocean Beach,WINTER,1997,11/15/1997,5,Yes,45,1,0,2,1,0,0,3,0,,,,1997-11-15T13:16:00Z,1997-11-15T13:43:00Z
Ocean Beach,WINTER,1997,11/15/1997,6,Yes,23,1,0,0,1,0,0,0,0,,,,1997-11-15T13:04:00Z,1997-11-15T13:16:00Z
Ocean Beach,WINTER,1997,11/15/1997,7,Yes,9,0,0,0,0,0,0,0,0,dead seal,,,1997-11-15T12:47:00Z,1997-11-15T13:04:00Z
Ocean Beach,WINTER,1997,11/15/1997,8,Yes,12,0,0,0,0,0,0,0,0,kite,,,1997-11-15T12:54:00Z,1997-11-15T13:07:00Z
Ocean Beach,WINTER,1997,11/15/1997,9,Yes,16,1,0,1,0,0,11,0,0,dist by leashed dog,,,1997-11-15T13:07:00Z,1997-11-15T13:37:00Z
Ocean Beach,WINTER,1997,11/15/1997,10,Yes,9,0,0,0,0,0,0,0,0,,,,1997-11-15T13:37:00Z,1997-11-15T13:45:00Z
Ocean Beach,WINTER,1997,11/15/1997,11,Yes,18,0,0,2,0,0,0,0,0,,,,1997-11-15T13:45:00Z,1997-11-15T13:52:00Z
Ocean Beach,WINTER,1997,11/15/1997,12,Yes,19,1,0,1,0,0,0,0,0,,,,1997-11-15T13:52:00Z,1997-11-15T13:56:00Z
Ocean Beach,WINTER,1997,11/15/1997,13,No,27,2,0,6,0,0,0,0,0,kite,,,1997-11-15T13:56:00Z,1997-11-15T14:01:00Z
Ocean Beach,WINTER,1997,11/15/1997,14,No,0,0,0,0,0,0,0,0,0,ended-high tide,,,1997-11-15T14:01:00Z,1997-11-15T14:01:00Z
Ocean Beach,WINTER,1997,11/19/1997,1,No,2,0,0,1,0,0,0,0,0,,,,1997-11-19T10:58:00Z,1997-11-19T11:04:00Z
Ocean Beach,WINTER,1997,11/19/1997,2,No,3,0,0,0,0,0,0,0,0,,,,1997-11-19T10:53:00Z,1997-11-19T10:58:00Z
Ocean Beach,WINTER,1997,11/19/1997,3,No,5,0,1,2,0,0,0,0,0,,,,1997-11-19T10:46:00Z,1997-11-19T10:53:00Z
Ocean Beach,WINTER,1997,11/19/1997,4,Yes,9,0,0,4,0,0,0,0,0,,,,1997-11-19T10:37:00Z,1997-11-19T10:46:00Z
Ocean Beach,WINTER,1997,11/19/1997,5,Yes,11,0,0,0,0,0,0,0,0,,,,1997-11-19T09:58:00Z,1997-11-19T10:37:00Z
Ocean Beach,WINTER,1997,11/19/1997,6,Yes,4,1,0,0,0,0,0,0,0,,,,1997-11-19T09:44:00Z,1997-11-19T09:58:00Z
Ocean Beach,WINTER,1997,11/19/1997,7,Yes,1,0,0,0,0,0,0,0,0,,,,1997-11-19T09:34:00Z,1997-11-19T09:44:00Z
Ocean Beach,WINTER,1997,11/19/1997,8,Yes,3,1,0,0,0,0,0,0,0,,,,1997-11-19T09:30:00Z,1997-11-19T09:43:00Z
Ocean Beach,WINTER,1997,11/19/1997,9,Yes,4,0,0,0,0,0,0,0,0,,,,1997-11-19T09:43:00Z,1997-11-19T09:59:00Z
Ocean Beach,WINTER,1997,11/19/1997,10,Yes,3,0,0,1,0,0,0,0,0,,,,1997-11-19T09:59:00Z,1997-11-19T10:10:00Z
Ocean Beach,WINTER,1997,11/19/1997,11,Yes,4,0,0,2,0,0,0,0,0,,,,1997-11-19T10:10:00Z,1997-11-19T10:20:00Z
Ocean Beach,WINTER,1997,11/19/1997,12,Yes,0,0,0,0,0,0,0,0,0,,,,1997-11-19T10:20:00Z,1997-11-19T10:27:00Z
Ocean Beach,WINTER,1997,11/19/1997,13,No,5,0,0,2,0,0,0,0,0,,,,1997-11-19T10:27:00Z,1997-11-19T10:35:00Z
Ocean Beach,WINTER,1997,11/19/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-11-19T10:35:00Z,1997-11-19T10:35:00Z
Ocean Beach,WINTER,1997,11/22/1997,1,No,11,0,0,4,0,0,0,0,0,,,,1997-11-22T14:31:00Z,1997-11-22T14:39:00Z
Ocean Beach,WINTER,1997,11/22/1997,2,No,29,0,0,2,1,0,0,0,0,,,,1997-11-22T14:20:00Z,1997-11-22T14:31:00Z
Ocean Beach,WINTER,1997,11/22/1997,3,No,21,9,0,7,0,0,0,2,0,"2 mounted pol,1 kite",,,1997-11-22T14:06:00Z,1997-11-22T14:20:00Z
Ocean Beach,WINTER,1997,11/22/1997,4,Yes,32,0,0,5,0,0,0,0,0,,,,1997-11-22T13:54:00Z,1997-11-22T14:06:00Z
Ocean Beach,WINTER,1997,11/22/1997,5,Yes,42,2,0,0,0,0,0,6,2,2 bicyclists,,,1997-11-22T13:26:00Z,1997-11-22T13:54:00Z
Ocean Beach,WINTER,1997,11/22/1997,6,Yes,17,1,0,0,0,0,0,0,1,woman walking bike,,,1997-11-22T13:08:00Z,1997-11-22T13:26:00Z
Ocean Beach,WINTER,1997,11/22/1997,7,Yes,7,0,0,1,0,0,0,0,0,,,,1997-11-22T12:56:00Z,1997-11-22T13:08:00Z
Ocean Beach,WINTER,1997,11/22/1997,8,Yes,17,0,0,0,1,0,0,0,0,"dg chasing guls,1kit",,,1997-11-22T13:00:00Z,1997-11-22T13:18:00Z
Ocean Beach,WINTER,1997,11/22/1997,9,Yes,13,0,0,0,0,0,0,0,0,,,,1997-11-22T13:18:00Z,1997-11-22T13:49:00Z
Ocean Beach,WINTER,1997,11/22/1997,10,Yes,23,0,0,1,0,0,0,0,0,,,,1997-11-22T13:49:00Z,1997-11-22T14:00:00Z
Ocean Beach,WINTER,1997,11/22/1997,11,Yes,20,0,0,2,0,0,0,0,0,,,,1997-11-22T14:00:00Z,1997-11-22T14:10:00Z
Ocean Beach,WINTER,1997,11/22/1997,12,Yes,15,0,0,0,0,0,0,0,0,,,,1997-11-22T14:10:00Z,1997-11-22T14:16:00Z
Ocean Beach,WINTER,1997,11/22/1997,13,No,26,0,0,4,1,0,0,0,0,dog chasing gulls,,,1997-11-22T14:16:00Z,1997-11-22T14:23:00Z
Ocean Beach,WINTER,1997,11/22/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-11-22T14:23:00Z,1997-11-22T14:23:00Z
Ocean Beach,WINTER,1997,11/29/1997,1,No,17,0,0,0,0,0,0,0,0,,,,1997-11-29T14:10:00Z,1997-11-29T14:15:00Z
Ocean Beach,WINTER,1997,11/29/1997,2,No,19,0,2,0,0,0,0,0,0,,,,1997-11-29T14:05:00Z,1997-11-29T14:10:00Z
Ocean Beach,WINTER,1997,11/29/1997,3,No,34,0,4,0,0,0,0,0,0,,,,1997-11-29T13:55:00Z,1997-11-29T14:05:00Z
Ocean Beach,WINTER,1997,11/29/1997,4,Yes,27,1,3,0,0,0,0,1,0,,,,1997-11-29T13:45:00Z,1997-11-29T13:55:00Z
Ocean Beach,WINTER,1997,11/29/1997,5,Yes,31,1,2,1,0,0,0,4,0,,,,1997-11-29T13:30:00Z,1997-11-29T13:45:00Z
Ocean Beach,WINTER,1997,11/29/1997,6,Yes,20,1,0,0,0,0,0,0,0,,,,1997-11-29T13:15:00Z,1997-11-29T13:30:00Z
Ocean Beach,WINTER,1997,11/29/1997,7,Yes,4,0,0,0,1,0,0,0,0,actively chasing,,,1997-11-29T12:58:00Z,1997-11-29T13:15:00Z
Ocean Beach,WINTER,1997,11/29/1997,8,Yes,18,1,0,3,1,0,0,0,0,chasing sanderlings,,,1997-11-29T12:59:00Z,1997-11-29T13:23:00Z
Ocean Beach,WINTER,1997,11/29/1997,9,Yes,21,4,0,0,1,0,0,0,0,leashed after chase,,,1997-11-29T13:23:00Z,1997-11-29T13:37:00Z
Ocean Beach,WINTER,1997,11/29/1997,10,Yes,15,1,0,0,0,0,0,0,0,,,,1997-11-29T13:37:00Z,1997-11-29T13:46:00Z
Ocean Beach,WINTER,1997,11/29/1997,11,Yes,9,1,0,5,0,0,0,0,0,,,,1997-11-29T13:46:00Z,1997-11-29T14:00:00Z
Ocean Beach,WINTER,1997,11/29/1997,12,Yes,6,1,0,2,0,0,0,0,0,,,,1997-11-29T14:00:00Z,1997-11-29T14:05:00Z
Ocean Beach,WINTER,1997,11/29/1997,13,No,19,0,0,1,0,0,0,0,0,,,,1997-11-29T14:05:00Z,1997-11-29T14:12:00Z
Ocean Beach,WINTER,1997,11/29/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-11-29T14:12:00Z,1997-11-29T14:12:00Z
Ocean Beach,WINTER,1997,12/3/1997,1,No,5,0,0,0,0,0,0,0,0,,,,1997-12-03T10:57:00Z,1997-12-03T11:05:00Z
Ocean Beach,WINTER,1997,12/3/1997,2,No,2,0,0,0,0,0,0,0,0,,,,1997-12-03T10:51:00Z,1997-12-03T10:57:00Z
Ocean Beach,WINTER,1997,12/3/1997,3,No,16,0,0,4,0,0,0,0,2,bulldozer,,,1997-12-03T10:43:00Z,1997-12-03T10:51:00Z
Ocean Beach,WINTER,1997,12/3/1997,4,Yes,6,0,0,0,0,0,0,0,0,tractor path on beac,,,1997-12-03T10:31:00Z,1997-12-03T10:43:00Z
Ocean Beach,WINTER,1997,12/3/1997,5,Yes,13,0,1,0,0,0,1,0,0,unint dist by jogger,,,1997-12-03T10:00:00Z,1997-12-03T10:31:00Z
Ocean Beach,WINTER,1997,12/3/1997,6,Yes,8,1,0,0,0,0,0,0,0,,,,1997-12-03T09:43:00Z,1997-12-03T10:00:00Z
Ocean Beach,WINTER,1997,12/3/1997,7,Yes,4,0,0,0,0,0,0,0,0,,,,1997-12-03T09:26:00Z,1997-12-03T09:43:00Z
Ocean Beach,WINTER,1997,12/3/1997,8,Yes,7,0,0,0,0,0,0,0,0,,,,1997-12-03T09:26:00Z,1997-12-03T09:47:00Z
Ocean Beach,WINTER,1997,12/3/1997,9,Yes,15,1,0,0,0,0,0,0,0,,,,1997-12-03T09:47:00Z,1997-12-03T10:24:00Z
Ocean Beach,WINTER,1997,12/3/1997,10,Yes,9,1,0,0,0,0,0,0,0,,,,1997-12-03T10:24:00Z,1997-12-03T10:32:00Z
Ocean Beach,WINTER,1997,12/3/1997,11,Yes,6,1,0,3,0,0,0,0,0,,,,1997-12-03T10:32:00Z,1997-12-03T10:47:00Z
Ocean Beach,WINTER,1997,12/3/1997,12,Yes,0,0,0,0,0,0,0,0,0,,,,1997-12-03T10:47:00Z,1997-12-03T10:58:00Z
Ocean Beach,WINTER,1997,12/3/1997,13,No,1,0,0,1,0,0,0,0,0,,,,1997-12-03T10:58:00Z,1997-12-03T11:01:00Z
Ocean Beach,WINTER,1997,12/3/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-12-03T11:01:00Z,1997-12-03T11:01:00Z
Ocean Beach,WINTER,1997,12/6/1997,1,No,25,1,1,2,0,0,0,0,0,,,,1997-12-06T14:43:00Z,1997-12-06T14:53:00Z
Ocean Beach,WINTER,1997,12/6/1997,2,No,26,1,1,0,0,0,0,0,0,,,,1997-12-06T14:38:00Z,1997-12-06T14:43:00Z
Ocean Beach,WINTER,1997,12/6/1997,3,No,37,0,0,6,0,0,0,0,0,,,,1997-12-06T14:25:00Z,1997-12-06T14:38:00Z
Ocean Beach,WINTER,1997,12/6/1997,4,Yes,25,0,0,2,0,0,0,0,1,bulldozer,,,1997-12-06T14:15:00Z,1997-12-06T14:25:00Z
Ocean Beach,WINTER,1997,12/6/1997,5,Yes,75,1,1,1,0,0,0,1,0,,,,1997-12-06T13:30:00Z,1997-12-06T14:15:00Z
Ocean Beach,WINTER,1997,12/6/1997,6,Yes,28,0,0,2,0,0,0,2,0,,,,1997-12-06T13:15:00Z,1997-12-06T13:30:00Z
Ocean Beach,WINTER,1997,12/6/1997,7,Yes,18,0,0,3,0,0,0,0,0,,,,1997-12-06T13:00:00Z,1997-12-06T13:15:00Z
Ocean Beach,WINTER,1997,12/6/1997,8,Yes,25,0,0,0,0,0,0,0,0,2 dead COMU(1 oiled),,,1997-12-06T13:00:00Z,1997-12-06T13:16:00Z
Ocean Beach,WINTER,1997,12/6/1997,9,Yes,14,0,0,3,0,0,0,0,0,,,,1997-12-06T13:16:00Z,1997-12-06T13:40:00Z
Ocean Beach,WINTER,1997,12/6/1997,10,Yes,22,1,0,3,0,0,1,0,0,dist by roaming dog,,,1997-12-06T13:40:00Z,1997-12-06T13:54:00Z
Ocean Beach,WINTER,1997,12/6/1997,11,Yes,16,1,0,2,0,0,0,0,0,,,,1997-12-06T13:54:00Z,1997-12-06T14:02:00Z
Ocean Beach,WINTER,1997,12/6/1997,12,Yes,11,0,0,3,0,0,0,0,0,,,,1997-12-06T14:02:00Z,1997-12-06T14:06:00Z
Ocean Beach,WINTER,1997,12/6/1997,13,No,13,1,0,4,0,0,0,1,0,,,,1997-12-06T14:06:00Z,1997-12-06T14:11:00Z
Ocean Beach,WINTER,1997,12/6/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-12-06T14:11:00Z,1997-12-06T14:11:00Z
Ocean Beach,WINTER,1997,12/10/1997,1,No,13,0,0,0,0,0,0,0,0,people feeding gulls,,,1997-12-10T11:51:00Z,1997-12-10T11:57:00Z
Ocean Beach,WINTER,1997,12/10/1997,2,No,12,0,0,1,0,0,0,0,0,,,,1997-12-10T11:40:00Z,1997-12-10T11:51:00Z
Ocean Beach,WINTER,1997,12/10/1997,3,No,16,0,0,3,0,0,0,0,0,2 dead gulls,,,1997-12-10T11:23:00Z,1997-12-10T11:40:00Z
Ocean Beach,WINTER,1997,12/10/1997,4,Yes,27,0,0,2,0,0,0,0,1,kite-propeled gocart,,,1997-12-10T10:55:00Z,1997-12-10T11:23:00Z
Ocean Beach,WINTER,1997,12/10/1997,5,Yes,16,0,0,2,1,0,0,0,0,chasing gull-no owne,,,1997-12-10T10:31:00Z,1997-12-10T10:55:00Z
Ocean Beach,WINTER,1997,12/10/1997,6,Yes,16,0,0,2,0,0,0,0,0,,,,1997-12-10T10:13:00Z,1997-12-10T10:31:00Z
Ocean Beach,WINTER,1997,12/10/1997,7,Yes,6,0,0,1,0,0,0,0,0,dog leashed on reque,,,1997-12-10T09:44:00Z,1997-12-10T10:13:00Z
Ocean Beach,WINTER,1997,12/10/1997,8,Yes,15,2,0,1,0,0,0,0,0,,,,1997-12-10T09:44:00Z,1997-12-10T10:01:00Z
Ocean Beach,WINTER,1997,12/10/1997,9,Yes,8,0,0,0,0,0,0,0,0,,,,1997-12-10T10:01:00Z,1997-12-10T10:41:00Z
Ocean Beach,WINTER,1997,12/10/1997,10,Yes,1,0,0,0,0,0,0,0,0,,,,1997-12-10T10:41:00Z,1997-12-10T10:52:00Z
Ocean Beach,WINTER,1997,12/10/1997,11,Yes,5,0,0,0,0,0,0,0,0,,,,1997-12-10T10:52:00Z,1997-12-10T11:01:00Z
Ocean Beach,WINTER,1997,12/10/1997,12,Yes,2,0,0,0,0,0,0,0,0,,,,1997-12-10T11:01:00Z,1997-12-10T11:06:00Z
Ocean Beach,WINTER,1997,12/10/1997,13,No,1,0,0,0,0,0,0,0,0,,,,1997-12-10T11:06:00Z,1997-12-10T11:11:00Z
Ocean Beach,WINTER,1997,12/10/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-12-10T11:11:00Z,1997-12-10T11:11:00Z
Ocean Beach,WINTER,1997,12/13/1997,1,No,0,0,0,1,0,0,0,0,0,kite,,,1997-12-13T14:20:00Z,1997-12-13T14:24:00Z
Ocean Beach,WINTER,1997,12/13/1997,2,No,10,0,0,0,0,0,0,0,0,,,,1997-12-13T14:07:00Z,1997-12-13T14:20:00Z
Ocean Beach,WINTER,1997,12/13/1997,3,No,14,0,0,0,1,0,0,0,0,,,,1997-12-13T13:55:00Z,1997-12-13T14:07:00Z
Ocean Beach,WINTER,1997,12/13/1997,4,Yes,25,0,0,2,0,0,0,0,0,2 kites,,,1997-12-13T13:48:00Z,1997-12-13T13:55:00Z
Ocean Beach,WINTER,1997,12/13/1997,5,Yes,25,0,0,0,0,0,0,0,3,3 bikes at shoreline,,,1997-12-13T13:30:00Z,1997-12-13T13:48:00Z
Ocean Beach,WINTER,1997,12/13/1997,6,Yes,21,0,0,1,2,0,0,0,0,,,,1997-12-13T13:09:00Z,1997-12-13T13:30:00Z
Ocean Beach,WINTER,1997,12/13/1997,7,Yes,16,0,0,0,0,1,1,0,0,chased by roamin dog,,,1997-12-13T12:53:00Z,1997-12-13T13:09:00Z
Ocean Beach,WINTER,1997,12/13/1997,8,Yes,26,0,0,1,0,0,0,0,0,,,,1997-12-13T12:54:00Z,1997-12-13T13:11:00Z
Ocean Beach,WINTER,1997,12/13/1997,9,Yes,10,0,0,1,0,0,0,0,0,,,,1997-12-13T13:11:00Z,1997-12-13T13:29:00Z
Ocean Beach,WINTER,1997,12/13/1997,10,Yes,15,0,0,2,0,0,0,0,0,dead oiled COMU,,,1997-12-13T13:29:00Z,1997-12-13T13:40:00Z
Ocean Beach,WINTER,1997,12/13/1997,11,Yes,19,0,3,2,2,0,0,0,0,injured banded COLO,,,1997-12-13T13:40:00Z,1997-12-13T13:53:00Z
Ocean Beach,WINTER,1997,12/13/1997,12,Yes,6,0,0,3,0,0,0,0,0,,,,1997-12-13T13:53:00Z,1997-12-13T13:58:00Z
Ocean Beach,WINTER,1997,12/13/1997,13,No,6,0,1,1,0,0,0,0,0,,,,1997-12-13T13:58:00Z,1997-12-13T14:00:00Z
Ocean Beach,WINTER,1997,12/13/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-12-13T14:00:00Z,1997-12-13T14:00:00Z
Ocean Beach,WINTER,1997,12/17/1997,1,No,17,0,0,1,0,0,0,0,0,,,,1997-12-17T11:22:00Z,1997-12-17T11:27:00Z
Ocean Beach,WINTER,1997,12/17/1997,2,No,5,0,0,0,0,0,0,0,0,,,,1997-12-17T11:15:00Z,1997-12-17T11:22:00Z
Ocean Beach,WINTER,1997,12/17/1997,3,No,7,0,0,0,0,0,0,0,0,,,,1997-12-17T11:05:00Z,1997-12-17T11:15:00Z
Ocean Beach,WINTER,1997,12/17/1997,4,Yes,5,0,1,4,1,0,0,0,0,,,,1997-12-17T10:45:00Z,1997-12-17T11:05:00Z
Ocean Beach,WINTER,1997,12/17/1997,5,Yes,11,0,0,0,0,0,0,1,0,,,,1997-12-17T10:01:00Z,1997-12-17T10:45:00Z
Ocean Beach,WINTER,1997,12/17/1997,6,Yes,14,1,0,0,0,0,0,0,0,,,,1997-12-17T09:40:00Z,1997-12-17T10:01:00Z
Ocean Beach,WINTER,1997,12/17/1997,7,Yes,10,2,0,2,0,0,0,0,0,,,,1997-12-17T09:26:00Z,1997-12-17T09:40:00Z
Ocean Beach,WINTER,1997,12/17/1997,8,Yes,12,2,0,1,0,0,0,0,0,,,,1997-12-17T09:27:00Z,1997-12-17T09:44:00Z
Ocean Beach,WINTER,1997,12/17/1997,9,Yes,5,0,0,0,0,0,0,0,0,,,,1997-12-17T09:44:00Z,1997-12-17T10:04:00Z
Ocean Beach,WINTER,1997,12/17/1997,10,Yes,3,0,0,0,0,0,0,0,0,,,,1997-12-17T10:04:00Z,1997-12-17T10:18:00Z
Ocean Beach,WINTER,1997,12/17/1997,11,Yes,4,0,0,0,0,0,0,0,0,,,,1997-12-17T10:18:00Z,1997-12-17T10:28:00Z
Ocean Beach,WINTER,1997,12/17/1997,12,Yes,2,0,0,1,0,0,0,0,0,,,,1997-12-17T10:28:00Z,1997-12-17T10:38:00Z
Ocean Beach,WINTER,1997,12/17/1997,13,No,5,0,0,1,0,0,0,0,0,,,,1997-12-17T10:38:00Z,1997-12-17T10:43:00Z
Ocean Beach,WINTER,1997,12/17/1997,14,No,0,0,0,0,0,0,0,0,0,not surveyed,,,1997-12-17T10:43:00Z,1997-12-17T10:43:00Z
Ocean Beach,WINTER,1997,12/20/1997,1,No,8,0,0,0,0,0,0,0,0,,,,1997-12-20T14:16:00Z,1997-12-20T14:21:00Z
Ocean Beach,WINTER,1997,12/20/1997,2,No,8,0,0,0,0,0,0,0,0,1 kite,,,1997-12-20T14:11:00Z,1997-12-20T14:16:00Z
Ocean Beach,WINTER,1997,12/20/1997,3,No,22,0,0,6,0,0,0,0,0,,,,1997-12-20T14:03:00Z,1997-12-20T14:11:00Z
